text,testament,book,chapter,verse,duration_seconds,speaker_id,filename,everyvoice_utmos,everyvoice_asr_hyp,everyvoice_wer
Èèkàn àgọ́ náà fún àgọ́ náà àti fún àgbàlá àti okùn wọn.,Old Testament,Exodus,35,18,5.86,SPEAKER_00,EXO_035_Verse_018.wav,1.908203125,èèkàn àgọ́ náà fún àgọ́ náà àti fún àgbàlá àti okùn wọn,0.16666666666666666
"Kọ́ mi láti ṣe ìfẹ́ rẹ, nítorí ìwọ ni Ọlọ́run mi jẹ́ kí ẹ̀mí rẹ dídára darí mi sí ilẹ̀ tí ó tẹ́jú.",Old Testament,Psalms,143,10,7.59,SPEAKER_00,PSA_143_Verse_010.wav,2.88671875,kọ́ mi láti ṣe ìfẹ́ rẹ̀ nítorí ìwọ ni ọlọ́run mi jẹ́ kí ẹ̀mí rẹ dídára dárí mi sí ilẹ̀ tí ó tẹ́jú,0.21739130434782608
"Nípa ìdájọ́ òdodo ni ọba fi í mú ìlú tòrò nini, ṣùgbọ́n èyí tí ń ṣe ojúkòkòrò àbẹ̀tẹ́lẹ̀ fà á lulẹ̀.",Old Testament,Proverbs,29,4,8.21,SPEAKER_00,PRO_029_Verse_004.wav,2.23046875,nípa ìdájọ́ òdodo ni ọba fi mú ìlú tòronínìí ṣùgbọ́n èyí ti ń ṣe ojúkòkòrò àbẹ̀tẹ́lẹ̀ fà á lulẹ̀,0.2857142857142857
"Ó kọlù wọ́n pẹ̀lú ìbínú àti agbára ńlá, ó sì pa ọ̀pọ̀lọpọ̀ nínú wọn. Lẹ́yìn náà ni ó lọ, ó sì dúró nínú ihò àpáta kan nínú àpáta Etamu.",Old Testament,Judges,15,8,11.13,SPEAKER_00,JDG_015_Verse_008.wav,2.3046875,ó kọlù wọ́n pẹ̀lú ìbínú àti agbára ńlá ó sì pa ọ̀pọ̀lọpọ̀ nínú wọn lẹ́yìn náà ni ó lọ ó sì dúró nínú ihò àpáta kan nínú àpáta etamu,0.20689655172413793
"Wọ̀nyí ni ìran Iṣmaeli, ọmọ Abrahamu ẹni tí Hagari ará Ejibiti, ọmọ ọ̀dọ̀ Sara bí fún un.",Old Testament,Genesis,25,12,8.61,SPEAKER_00,GEN_025_Verse_012.wav,2.5546875,wọ̀nyí ni ìran iṣmaeli ọmọ abrahamu ẹni tí hagari ará ejibiti ọmọ ọ̀dọ̀ sara bí fún un,0.4117647058823529
"Bí ẹ̀yin bá gbàgbọ́, ẹ̀yin lè rí ohunkóhun tí ẹ bá béèrè nínú àdúrà gbà.” A béèrè àṣẹ tí Jesu ń lò",New Testament,Matthew,21,22,10.72,SPEAKER_00,MAT_021_Verse_022.wav,2.03125,bí ẹ̀yin bá gbàgbọ́ ẹ̀yin lè rí ohunkóhun tí ẹ bá béèrè nínú àdúrà gbà,0.45454545454545453
"Nítorí náà ni ọba béèrè lọ́wọ́ mi pé, “Èéṣe tí ojú rẹ fi fàro nígbà tí kò rẹ̀ ọ́? Èyí kì í ṣe ohun mìíràn bí kò ṣe ìbànújẹ́ ọkàn.” Ẹ̀rù bà mí gidigidi,",Old Testament,Nehemiah,2,2,13.26,SPEAKER_00,NEH_002_Verse_002.wav,2.013671875,nítorí náà ni ọba béèrè lọ́wọ́ mi pé èéṣe tí ojú rẹ fi fàru nígbà tí kò rẹ̀ ọ́ èyí kì í ṣe ohun mìíràn bí kò ṣe ìbànújẹ́ ọkàn ẹ̀rù bà mí gidigidi,0.2647058823529412
"Ǹjẹ́ èyí kọ́ ni àwa sọ fún ọ ni Ejibiti, ‘Fi wá sílẹ̀, jẹ́ kí àwa máa sin ará Ejibiti’? Nítorí kò bá sàn fún wa kí a sin àwọn ará Ejibiti ju kí a kú sínú aginjù yìí lọ!”",Old Testament,Exodus,14,12,14.68,SPEAKER_00,EXO_014_Verse_012.wav,2.41015625,ǹjẹ́ èyí kọ́ ni àwa sọ fún wọn ní ejibiti fi wá sílẹ̀ jẹ́ kí àwa máa sin ará ejibiti nítorí kò bá sàn fún wa kí a sin àwọn ará ejibiti jù kí a kú sínú aginjù yìí lọ,0.275
"Ta ni nínú ẹlẹ́ran ara tí ó ti gbọ́ ohun Ọlọ́run alààyè láti inú iná rí, bí àwa ti gbọ́ ọ, tí a sì wà láyé?",Old Testament,Deuteronomy,5,26,9.04,SPEAKER_00,DEU_005_Verse_026.wav,1.9970703125,ta ni nínú ẹlẹ́ran ara tí ó ti gbọ́ ohùn ọlọ́run alààyè láti inú iná rí bí àwa ti gbọ́ ọ tí a sì wà láyé,0.23076923076923078
"Bí òun bá jẹ́ ògiri, àwa yóò kọ́ ilé odi fàdákà lé e lórí. Bí òun bá jẹ́ ìlẹ̀kùn, àwa yóò fi pákó kedari dí i. Olólùfẹ́",Old Testament,Song of Songs,8,9,9.69,SPEAKER_00,SNG_008_Verse_009.wav,1.587890625,bí òun bá jẹ́ ògiri àwa yóò kọ́ ilé odi fàdákà lé e lórí bí òun bá jẹ́ ìlẹ̀kùn àwa yóò fi pako kiri,0.37037037037037035
Èyí ni ìdáhùn mi sí àwọn tí ń béèrè ẹ̀tọ́ aposteli mi.,New Testament,1 Corinthians,9,3,4.38,SPEAKER_00,1CO_009_Verse_003.wav,2.00390625,èyí ni ìdáhùn mi sí àwọn tí ń béèrè ẹ̀tọ́ aposteli mi,0.16666666666666666
"Èyí tí eṣú tí agénijẹ jẹ kù ní ọ̀wọ́ eṣú ńlá ńlá ti jẹ, èyí tí ọ̀wọ́ eṣú ńlá ńlá jẹ kù ní eṣú kéékèèké jẹ, èyí tí eṣú kéékèèké jẹ kù ni eṣú apanirun mìíràn jẹ.",Old Testament,Joel,1,4,17.49,SPEAKER_00,JOL_001_Verse_004.wav,2.07421875,èyí tí eṣú tí agé jẹ kù ní ọ̀wọ́ eṣú ńlá ńlá ti jẹ èyí tí ọ̀wọ́ eṣú ńlá ńlá jẹ kù ni eṣú kéékèèké jẹ èyí tí eṣú kéékèèké jẹ kù ni eṣ,0.24324324324324326
"Dafidi sì ń gbé inú ìlú odi, nítorí náà ni wọ́n fi ń pè é ni ìlú Dafidi.",Old Testament,1 Chronicles,11,7,6.06,SPEAKER_00,1CH_011_Verse_007.wav,1.90625,jaheedi sì ń gbé inú ìlú odi nítorí náà ni wọ́n fi ń pè é ni ìlú dafidi,0.16666666666666666
"Ìwọ dákẹ́ jẹ́ẹ́ níwájú Olúwa, kí o sì fi sùúrù dúró dè é; má ṣe ṣe ìkanra nítorí àwọn tí ń rí rere ní ọ̀nà wọn, nítorí ọkùnrin náà ti mú èrò búburú ṣẹ.",Old Testament,Psalms,37,7,11.61,SPEAKER_00,PSA_037_Verse_007.wav,2.25,ìwọ dákẹ́ jẹ́ẹ́ níwájú olúwa kí o sì fi sùúrù dúró dè é má ṣe ṣe ìkanra nítorí àwọn tí ń rí rere ní ọ̀nà wọn nítorí ọkùnrin náà ti mú èrò búburú ṣẹ,0.14705882352941177
"Nígbà náà ni ọba gbé Daniẹli ga, ó sì fún un ní ẹ̀bùn ńlá tí ó pọ̀. Ó sì fi ṣe olórí i gbogbo agbègbè ìjọba Babeli àti olórí gbogbo àwọn amòye Babeli.",Old Testament,Daniel,2,48,12.7,SPEAKER_00,DAN_002_Verse_048.wav,2.923828125,nígbà náà ni ọba gbé daniẹli ga ó sì fún un ní ẹ̀bùn ńlá tí ó pọ̀ ó sì fi ṣe olórí gbogbo agbègbè ìjọba babeli àti olórí gbogbo àwọn amòye babeli,0.24242424242424243
"Síbẹ̀ nísinsin yìí ènìyàn kò rí oòrùn tí ń dán nínú àwọsánmọ̀, ṣùgbọ́n afẹ́fẹ́ ń kọjá, a sì gbá wọn mọ́.",Old Testament,Job,37,21,8.9,SPEAKER_00,JOB_037_Verse_021.wav,1.69921875,síbẹ̀ nísinsin yìí ènìyàn kò rí oòrùn tí ń dán nínú àwọsánmọ̀ ṣùgbọ́n afẹ́fẹ́ ń kọjá a sì gbá wọn mọ́,0.19047619047619047
"Òun ó ha máa dá ọpẹ́ lọ́wọ́ ọmọ ọ̀dọ̀ náà, nítorí ó ṣe ohun tí a pàṣẹ fún un bí? Èmi kò rò bẹ́ẹ̀.",New Testament,Luke,17,9,8.42,SPEAKER_00,LUK_017_Verse_009.wav,1.8154296875,òun ó ha máa dá ọpẹ́ lọ́wọ́ ọmọ ọ̀dọ̀ náà nítorí ó ṣe ohun tí a pàṣẹ fún un bí èmi kò rò bẹ́ẹ̀,0.20833333333333334
"Ọ̀pọ̀lọpọ̀ ni ń wá ojúrere alákòóso, ṣùgbọ́n láti ọ̀dọ̀ Olúwa ni ènìyàn tí ń gba ìdájọ́ òdodo.",Old Testament,Proverbs,29,26,7.81,SPEAKER_00,PRO_029_Verse_026.wav,2.06640625,ọ̀pọ̀lọpọ̀ ni ń wá ojúrere alákòóso ṣùgbọ́n láti ọ̀dọ̀ olúwa ni ènìyàn tí ń gba ìdájọ́ òdodo,0.23529411764705882
"Àwọn ọkùnrin tí a dárúkọ lókè yìí àwọn ni ìjòyè ìdílé wọn. Àwọn ìdílé sì pọ̀ sí i gidigidi,",Old Testament,1 Chronicles,4,38,6.68,SPEAKER_00,1CH_004_Verse_038.wav,1.9404296875,àwọn ọkùnrin tí a dárúkọ lókè yìí hà wọ́n ní ìjòyè ìdílé wọn àwọn ìdílé sì pọ̀ sí i gidi,0.3684210526315789
"àwọn ẹranko ńlá àti ẹran ọ̀sìn gbogbo ohun afàyàfà àti àwọn ẹyẹ abìyẹ́,",Old Testament,Psalms,148,10,6.77,SPEAKER_00,PSA_148_Verse_010.wav,2.1953125,àwọn ẹranko ńlá àti ẹran ọ̀sìn gbogbo ohun afàyàfà àti àwọn ẹyẹ àbìyẹ́,0.07692307692307693
"àti pé ó farahàn Peteru, lẹ́yìn èyí, àwọn méjìlá.",New Testament,1 Corinthians,15,5,5.29,SPEAKER_00,1CO_015_Verse_005.wav,2.33203125,àti pé ó farahàn peteru lẹ́yìn èyí àwọn méjìlá,0.3333333333333333
Ìwọ kò gbọdọ̀ wọ aṣọ onírun àgùntàn àti aṣọ funfun papọ̀.,Old Testament,Deuteronomy,22,11,5.47,SPEAKER_00,DEU_022_Verse_011.wav,2.640625,ìwọ kò gbọdọ̀ wọ aṣọ nínú àgùntàn àti aṣọ funfun papọ̀,0.2727272727272727
nítorí wọ́n fẹ́ ìyìn ènìyàn ju ìyìn ti Ọlọ́run lọ.,New Testament,John,12,43,4.08,SPEAKER_00,JHN_012_Verse_043.wav,1.390625,nítorí wọ́n fẹ́ ìyìn ènìyàn ju ìyìn,0.3
"Èmi ni ìlẹ̀kùn, bí ẹnìkan bá bá ọ̀dọ̀ mi wọlé, òun ni a ó gbàlà, yóò wọlé, yóò sì jáde, yóò sì rí koríko.",New Testament,John,10,9,10.43,SPEAKER_00,JHN_010_Verse_009.wav,2.16796875,èmi ni ìlẹ̀kùn bí ẹnìkan bá bá ọ̀dọ̀ mi wọlé òun ni a ó gbàlà yóò wọlé yóò sì jáde yóò sì rí koríko,0.2916666666666667
"Nítorí náà, olùfẹ́, bí ẹ̀yin ti ń retí irú nǹkan wọ̀nyí, ẹ múra gírí, kí a lè bá yín ní àlàáfíà ní àìlábàwọ́n, àti ní àìlábùkù lójú rẹ̀.",New Testament,2 Peter,3,14,12.76,SPEAKER_00,2PE_003_Verse_014.wav,1.9072265625,nítorí náà olùfẹ́ bí ẹ̀yin ti ń retí irú nǹkan wọ̀nyí ẹ múra gírí kí a lè bá yín ní àlàáfíà ní àìlábàwọ́n àti ní àìlábùkú lójú rẹ̀,0.2857142857142857
"Olúwa àwọn ọmọ-ogun ti sọ ọ́ sí mi létí: “Ó dájú pé àwọn ilé ńlá ńlá yóò di ahoro, àwọn ilé dáradára yóò wà láìní olùgbé.",Old Testament,Isaiah,5,9,11.09,SPEAKER_00,ISA_005_Verse_009.wav,1.486328125,olúwa àwọn ọmọ-ogun ti sọ sí mi létí ó dájú pé àwọn ilé ńlá ńlá yóò di ahoro àwọn ilé dáradára yóò wà láìní olùgbé,0.23076923076923078
"ṣùgbọ́n tí a fihàn nísinsin yìí nípa ìfarahàn Jesu Kristi Olùgbàlà wa, ẹni ti ó pa ikú run, tí ó sì mú ìyè àti àìkú wá sí ìmọ́lẹ̀ nípasẹ̀ ìyìnrere.",New Testament,2 Timothy,1,10,11.5,SPEAKER_00,2TI_001_Verse_010.wav,2.021484375,ṣùgbọ́n tí a fihàn nísinsin yìí nípa ìfarahàn jesu kristi olùgbàlà wa ẹni tí ó pa ìkùùrun tí ó sì mú ìyè àti àìkú wá sí ìmọ́lẹ̀ nípasẹ̀ ìyìnrere,0.26666666666666666
"Nítorí náà Paulu àti Barnaba gbé ibẹ̀ pẹ́, wọ́n ń fi ìgboyà sọ̀rọ̀ nínú Olúwa, ẹni tí ó jẹ́rìí sí ọ̀rọ̀ oore-ọ̀fẹ́ rẹ̀, ó sì mu kí iṣẹ́ àmì àti iṣẹ́ ìyanu máa ti ọwọ́ wọn ṣe.",New Testament,Acts,14,3,13.57,SPEAKER_00,ACT_014_Verse_003.wav,2.3828125,nítorí náà paulu àti barnaba gbé ibẹ̀ pẹ́ wọ́n ń fi ìgboyà sọ̀rọ̀ nínú olúwa ẹni tí ó jẹ́rìí sí ọ̀rọ̀ oore-ọ̀fẹ́ rẹ̀ ó sì mú kí iṣẹ́ àmì àti iṣẹ́ ìyanu máa ti ọwọ́ wọn ṣe,0.21621621621621623
"Àwọn aláìsàn bẹ̀ ẹ́ pé kí ó gba àwọn láyè láti fi ọwọ́ kan ìṣẹ́tí aṣọ rẹ̀, gbogbo àwọn tí ó ṣe bẹ́ẹ̀ sì rí ìwòsàn.",New Testament,Matthew,14,36,12.3,SPEAKER_00,MAT_014_Verse_036.wav,2.47265625,àwọn aláìsàn bẹ̀ ẹ́ pé kí ó gba àwọn láààyè láti fi ọwọ́ kan ìṣẹ́tí aṣọ rẹ̀ gbogbo àwọn tí ó ṣe bẹ́ẹ̀ sì rí ìwòsàn,0.15384615384615385
"Olúwa sì wí pé, ‘Ta ni yóò tan Ahabu ọba Israẹli lọ sí Ramoti Gileadi kí ó sì lọ kú ikú rẹ̀ níbẹ̀?’ “Èkínní sì sọ tìhín, òmíràn sì sọ tọ̀hún.",Old Testament,2 Chronicles,18,19,12.81,SPEAKER_00,2CH_018_Verse_019.wav,1.9716796875,olúwa sì wí pé ta ni yóò tan ahabu ọba israẹli lọ sí ramoti gileadi kí ó sì lọ kú ikú rẹ̀ níbẹ̀ èkínní sì sọ tì ín òmíràn sì sọ tọ̀hún,0.3870967741935484
"Fàdákà òun wúrà ni èrè àwọn aláìkọlà, iṣẹ́ ọwọ́ ènìyàn ni.",Old Testament,Psalms,135,15,4.92,SPEAKER_00,PSA_135_Verse_015.wav,2.30859375,sàdákà òun wúrà ní èrè àwọn aláìkọlà iṣẹ́ ọwọ́ ènìyàn ni,0.36363636363636365
"Nísìnsinyìí, èyí ni ohun tí Olúwa àwọn ọmọ-ogun wí: “Ẹ kíyèsi ọ̀nà yín.",Old Testament,Haggai,1,5,5.77,SPEAKER_00,HAG_001_Verse_005.wav,2.021484375,nísinsin yìí èyí ni ohun tí olúwa àwọn ọmọ-ogun wí ẹ kíyèsi ọ̀nà yín,0.46153846153846156
"Wọ́n kúrò ní Kadeṣi wọ́n sì pàgọ́ ní orí òkè Hori, lẹ́bàá Edomu.",Old Testament,Numbers,33,37,6.21,SPEAKER_00,NUM_033_Verse_037.wav,2.16796875,wọ́n kúrò ní kadeṣi wọ́n sì pàgọ́ ní orí òkè-orí lẹ́bàá edomu,0.38461538461538464
"Ṣùgbọ́n nígbà tí kò le è gbé e pamọ́ mọ́, ó fi ewé papirusi hun apẹ̀rẹ̀, ó sì fi ọ̀dà àti òjé igi sán apẹ̀rẹ̀ náà. Ó sì tẹ́ ọmọ náà sínú rẹ̀, ó sì gbe é sí inú eèsún ni etí odò Naili.",Old Testament,Exodus,2,3,16.82,SPEAKER_00,EXO_002_Verse_003.wav,2.57421875,ṣùgbọ́n nígbà tí kò lè gbé e pamọ́ mọ́ ó fi owé papirusi hun àpẹẹrẹ ó sì fi ọ̀dà àti òje igi san àpẹẹrẹ náà ó sì tẹ́ ọmọ náà sínú rẹ̀ ó sì gbé sí inú èsún ní etí odò naili,0.38636363636363635
"Má ṣe bẹ̀rù, ìwọ Jakọbu kòkòrò, ìwọ Israẹli kékeré, nítorí Èmi fúnra mi yóò ràn ọ́ lọ́wọ́,” ni Olúwa wí, olùdáǹdè rẹ, Ẹni Mímọ́ ti Israẹli.",Old Testament,Isaiah,41,14,12.82,SPEAKER_00,ISA_041_Verse_014.wav,2.216796875,má ṣe bẹ̀rù ìwọ jakọbu kòkòrò ìwọ israẹli kékeré nítorí èmi fúnra mi yóò ràn ọ́ lọ́wọ́ ni olúwa wí olùdáǹdè rẹ ẹni mímọ́ ti israẹli,0.5384615384615384
Mo ń lépa láti máa gbé nínú àgọ́ rẹ títí láé kí n sì rí ààbò níbi ìyẹ́ apá rẹ.,Old Testament,Psalms,61,4,6.34,SPEAKER_00,PSA_061_Verse_004.wav,2.35546875,mo ń lépa láti máa gbé nínú àgọ́ rẹ títí láé kí n sì rí ààbò níbi ìyẹ́ apá rẹ̀,0.1
"“Ọ̀run àwọn alágbára ti ṣẹ́, àwọn tí ó ṣe aláìlera ni a fi agbára dì ní àmùrè.",Old Testament,1 Samuel,2,4,5.33,SPEAKER_00,1SA_002_Verse_004.wav,2.400390625,ọ̀run àwọn alágbára ti ṣẹ́ àwọn tí ó ṣe aláìlera ni a fi agbára dì ní àmùrè,0.17647058823529413
"A kò ha ké okùn iye wọ́n kúrò bí? Wọ́n kú, àní láìlọ́gbọ́n?’",Old Testament,Job,4,21,7.5,SPEAKER_00,JOB_004_Verse_021.wav,1.5537109375,a kò ha ké okùn iye wọn kúrò bí wọ́n kú àní láìlọ́gbọ́n,0.46153846153846156
"Ní ọjọ́ kẹ́ẹ̀dógún oṣù kẹjọ, oṣù tí ó rò ní ọkàn ara rẹ̀, ó sì rú ẹbọ lórí pẹpẹ tí ó kọ́ ní Beteli. Bẹ́ẹ̀ ni ó sì dá àsè sílẹ̀ fún àwọn ọmọ Israẹli, ó sì gun orí pẹpẹ náà lọ láti rú ẹbọ.",Old Testament,1 Kings,12,33,16.55,SPEAKER_00,1KI_012_Verse_033.wav,3.09765625,ní ọjọ́ kẹ́ẹ̀dógún oṣù kẹjọ oṣù tí ó rò ní ọkàn ara rẹ̀ ó sì rú ẹbọ lórí pẹpẹ tí ó kọ́ ní beteli bẹ́ẹ̀ ni ó sì dá àsè sílẹ̀ fún àwọn ọmọ israẹli ó sì gun orí pẹpẹ náà lọ láti rú ẹbọ,0.15555555555555556
"Ó sì ṣe, nígbà tí Nebukadnessari ọba Babeli gòkè wá sí ilẹ̀ náà; àwa wí pé, ‘Ẹ wá, ẹ jẹ́ kí a lọ sí Jerusalẹmu, nítorí ìbẹ̀rù ogun àwọn ara Siria.’ Bẹ́ẹ̀ ni àwa sì ń gbé Jerusalẹmu.”",Old Testament,Jeremiah,35,11,15.09,SPEAKER_00,JER_035_Verse_011.wav,2.818359375,ó sì ṣe nígbà tí nebukadnessari ọba babeli gòkè wá sí ilẹ̀ náà àwa wí pé ẹ wá ẹ jẹ́ kí a lọ sí jerusalẹmu nítorí ìbẹ̀rù ogun àwọn ará asiria bẹ́ẹ̀ ni àwa sì ń gbé jerusalẹmu,0.34210526315789475
"Nítorí náà mo kan sáárá sí ìgbádùn ayé, nítorí pé kò sí ohun tí ó dára fún ènìyàn ní abẹ́ oòrùn ju pé kí ó jẹ, kí ó mu, kí inú rẹ̀ sì dùn lọ. Nígbà náà ni ìdùnnú yóò bá a rìn nínú iṣẹ́ ẹ rẹ̀, ní gbogbo ọjọ́ ayé ti Ọlọ́run tí fi fún un lábẹ́ oòrùn.",Old Testament,Ecclesiastes,8,15,18.09,SPEAKER_00,ECC_008_Verse_015.wav,2.35546875,nítorí náà mo kan sára sí ìgbádùn ayé nítorí pé kò sí ohun tí ó dára fún ènìyàn ní abẹ́ oòrùn jù pé kí ó jẹ kí ó mú kí inú rẹ̀ sì dùn lọ nígbà náà ní ìdùnnú yóò bá rìn nínú iṣẹ́ rẹ̀ ni gbogbo ọjọ́ ayé tí ọlọ́run ti fi fún un lábẹ́ oòrùn,0.288135593220339
"Nítorí ìbínú ń bẹ, ṣọ́ra kí òtítọ́ rẹ máa bá a tàn ọ; láti jẹ́ kí títóbi rẹ mú ọ ṣìnà.",Old Testament,Job,36,18,6.57,SPEAKER_00,JOB_036_Verse_018.wav,2.318359375,nítorí ìbínú ń bẹ ṣọ́ra kí òtítọ́ rẹ máa ba tàn ọ́ láti jẹ́ kí títóbi rẹ mú ọ ṣìnà,0.2857142857142857
"Farao dáhùn wí pé, “Ta ni Olúwa, tí èmi yóò fi gbọ́rọ̀ sí i lẹ́nu, tí èmi yóò fi jẹ́ kí Israẹli ó lọ? Èmi kò mọ Olúwa, èmi kò sì ní jẹ́ kí Israẹli ó lọ.”",Old Testament,Exodus,5,2,13.71,SPEAKER_00,EXO_005_Verse_002.wav,2.138671875,farao dáhùn wí pé ta ni olúwa ti èmi yóò fi gbọ́rọ̀ sí i lẹ́nu ti èmi yóò fi jẹ́ kí israẹli ó lọ èmi kò mọ olúwa èmi kò sì ní jẹ́ kí israẹli ó lọ,0.35135135135135137
"Wọ́n ń ṣe ìgbéraga pẹ̀lú ohun ọ̀ṣọ́ wọn tí ó lẹ́wà, wọn sì ti fi ṣe òrìṣà, wọn sì tún ya àwòrán ìríra wọn níbẹ̀. Nítorí náà, èmi yóò sọ àwọn nǹkan wọ̀nyí di aláìmọ́ fún wọn.",Old Testament,Ezekiel,7,20,12.82,SPEAKER_00,EZK_007_Verse_020.wav,2.5703125,wọ́n ń ṣe ìgbéraga pẹ̀lú ohun ọ̀ṣọ́ wọn tí ó lẹ́wà wọ́n sì ti fi ṣe òrìṣà wọ́n sì tún ya àwòrán ìríra wọn níbẹ̀ nítorí náà èmi yóò sọ àwọn nǹkan wọ̀nyí di aláìmọ́ fún wọn,0.24324324324324326
"Fi ìfẹ́ rẹ tí kò le è kùnà hàn wá, Olúwa, kí o sì fún wa ní ìgbàlà rẹ.",Old Testament,Psalms,85,7,5.19,SPEAKER_00,PSA_085_Verse_007.wav,2.609375,fi ìfẹ́ rẹ ti kò le kurọ̀hàn wá olúwa kí o sì fún wa ní ìgbàlà rẹ̀,0.42105263157894735
Ni ojú àwọn ọmọ Israẹli ògo Olúwa náà dàbí iná ajónirun ni orí òkè.,Old Testament,Exodus,24,17,6.04,SPEAKER_00,EXO_024_Verse_017.wav,1.5927734375,ní ojú àwọn ọmọ israẹli ògo olúwa náà dàbí iná ajúnirún ní orí òkè,0.42857142857142855
"Juda, Benjamini, Ṣemaiah, Jeremiah,",Old Testament,Nehemiah,12,34,4.36,SPEAKER_00,NEH_012_Verse_034.wav,2.009765625,juda benjamini ṣemaiah jeremiah,1.0
"“Ìjọba ọ̀run sì dàbí ìṣúra kan tí a fi pamọ́ sínú oko. Nígbà tí ọkùnrin kan rí i ó tún fi í pamọ́. Nítorí ayọ̀ rẹ̀, ó ta gbogbo ohun ìní rẹ̀, ó ra oko náà.",New Testament,Matthew,13,44,13.36,SPEAKER_00,MAT_013_Verse_044.wav,2.1953125,ìjọba ọ̀run sì dàbí ìṣúra kan tí a fi pamọ́ sínú oko nígbà tí ọkùnrin kan rí i ó tún fi pamọ́ nítorí ayọ̀ rẹ̀ ó ta gbogbo ohun ìní rẹ̀ ó ra oko náà,0.25
"Nígbà tí Abramu gbọ́ wí pé, a di Lọti ní ìgbèkùn, ó kó àwọn ọmọ ọ̀dọ̀ rẹ̀ tí a bí sí ilẹ̀ rẹ̀ tí ó sì ti kọ́ ni ogun jíjà jáde, wọ́n jẹ́ okòó lé lọ́ọ̀dúnrún ó dín méjì (318) ènìyàn, ó sì lépa wọn títí dé Dani.",Old Testament,Genesis,14,14,17.78,SPEAKER_00,GEN_014_Verse_014.wav,2.466796875,nígbà tí abrahamu gbọ́ wí pé a di lọti ní ìgbèkùn ó kó àwọn ọmọ ọ̀dọ̀ rẹ̀ tí a bí sí ilẹ̀ rẹ̀ tí ó sì ti kọ́ ní ogun jíjà jáde wọ́n jẹ́ okòó lé lọ́dùn ó dín méjì ènìyàn ó sì lépa wọn títí dé dani,0.22448979591836735
"Àwọn ti ó bọ́ nínú yin yóò sì rántí mi láàrín àwọn orílẹ̀-èdè níbi tí wọn yóò dìwọ́n ní ìgbèkùn lọ, nítorí wọ́n yóò máa rántí mi bí wọ́n ti bà mí lọ́kàn jẹ́ nípa àgbèrè wọn, tí ó yà wọ́n kúrò lọ́dọ̀ mi àti nípa ojú wọn tí ó ṣàfẹ́rí àwọn òrìṣà. Wọn yóò sì ṣú ara wọn nítorí ìwà ibi tí wọ́n ti hù nípa gbogbo ìríra wọn.",Old Testament,Ezekiel,6,9,28.18,SPEAKER_00,EZK_006_Verse_009.wav,2.974609375,àwọn tí ó bọ́ nínú yín yóò sì rántí mi láàrín àwọn orílẹ̀-èdè níbi tí wọn yóò dì wọ́n ní ìgbèkùn lọ nítorí wọn yóò máa rántí mi bí wọ́n ti bà mí lọ́kàn jẹ́ nípa àgbèrè wọn tí ó yà wọ́n kúrò lọ́dọ̀ mi àti nípa ojú wọn tí ó ṣàfẹ́rí àwọn òrìṣà wọn yóò sì ṣú ara wọn nítorí ìwà ibi tí wọ́n ti hù nípa gbogbo ìríra wọn,0.15714285714285714
“Ìwọ kò gbọdọ̀ ní ọlọ́run mìíràn pẹ̀lú mi.,Old Testament,Deuteronomy,5,7,3.69,SPEAKER_00,DEU_005_Verse_007.wav,2.197265625,ìwọ kò gbọdọ̀ ní ọlọ́run mìíràn pẹ̀lú mi,0.25
"Ẹni tí ó bá gba ẹ̀mí ẹran ọ̀sìn ẹlòmíràn, kí ó dá a padà—ẹ̀mí dípò ẹ̀mí.",Old Testament,Leviticus,24,18,6.39,SPEAKER_00,LEV_024_Verse_018.wav,1.8251953125,ẹni tí ó bá gba ẹ̀mí ẹran ọ̀sìn ẹlòmíràn kí ó dá a padà ẹ̀mí dípò ẹ̀mí,0.3125
"Lára ààbọ̀ ti Israẹli, yan ọ̀kan kúrò nínú àádọ́ta, yálà ènìyàn, ẹran ọ̀sìn, kẹ́tẹ́kẹ́tẹ́, àgùntàn, ewúrẹ́ tàbí ẹ̀yà ẹranko mìíràn. Kó wọn fún àwọn Lefi, tí ó dúró fún olùtọ́jú àgọ́ Olúwa.”",Old Testament,Numbers,31,30,16.24,SPEAKER_00,NUM_031_Verse_030.wav,2.634765625,lára ààbọ̀ ti israẹli yan ọ̀kan kúrò nínú àádọ́ta yálà ènìyàn ẹran ọ̀sìn kẹ́tẹ́kẹ́tẹ́ àgùntàn èwúrẹ́ tàbí ẹ̀yà ẹranko mìíràn kó wọn fún àwọn lefi tí ó dúró fún olùtọ́jú àgọ́ olúwa,0.375
"Ní ọdún keje Peka ọmọ Remaliah ọba Israẹli, Jotamu ọmọ Ussiah ọba Juda bẹ̀rẹ̀ sí ní jẹ ọba.",Old Testament,2 Kings,15,32,7.83,SPEAKER_00,2KI_015_Verse_032.wav,1.9794921875,ní ọdún keje peka ọmọ remalea ọba israẹli jotamu ọmọ ussea ọba juda bẹ̀rẹ̀ sí ní jẹ ọba,0.4444444444444444
